,longitude,latitude,Parish,Facility,Street,City,Address,Website,Phone
291,-90.50871,30.936499,Tangipahoa,Schilling Pharmacy,210 Avenue G,Kentwood,"210 Avenue G, Kentwood, LA",https://www.facebook.com/Schillings-Pharmacy-Gifts-2264026,(985) 269-1817
292,-90.519204,30.93775,Tangipahoa,Southeast Community Health - Kentwood Pha,721 Avenue G,Kentwood,"721 Avenue G, Kentwood, LA",https://www.shchc.org/locations,(225) 306-2100
293,-90.45652,30.45354,Tangipahoa,Floyd's Family Pharmacy,1625 Highway 51 North,Ponchatoula,"1625 Highway 51 North, Ponchatoula, LA",https://www.floydsfamilypharmacy.com/locations/ponchatoula,(985) 386-2232
294,-90.413832,30.44331,Tangipahoa,Ponchatoula Family Pharmacy,19008 Highway 22,Ponchatoula,"19008 Highway 22, Ponchatoula, LA",https://www.ponchatoulafamilypharmacy.com/contact,(985) 386-6556
295,-90.343442,30.504839,Tangipahoa,Robert Pharmacy,44354 Highway 445,Robert,"44354 Highway 445, Robert, LA",mailto:robert_pharmacy@yahoo.com ,(985) 348-1213
296,-91.2334,31.9185,Tensas,Fred's Pharmacy #3861,705 Plank Road Highway 128,St. Joseph,"705 Plank Road Highway 128, St. Joseph, LA",https://www.facebook.com/ExpressRxStJoseph/,(318) 766-4563
297,-91.23663,31.91707,Tensas,Tensas Community Health Center,402 Levee Street,St. Joseph,"402 Levee Street, St. Joseph, LA",https://www.tensashealth.com/home,(318) 766-1967
298,-90.595046,29.443855,Terrebonne,Wolfe's Pharmacy,5458 Highway 56,Chauvin,"5458 Highway 56, Chauvin, LA",https://www.wolfespharmacy.com/,(985) 594-5821
299,-90.721566,29.597596,Terrebonne,Peoples Drug Store,7869 Main Street,Houma,"7869 Main Street, Houma, LA",https://www.peoplesdrugstoreinc.com/contact,(985) 873-8526
300,-90.687546,29.579615,Terrebonne,Pharmacy Express,1963 Prospect Boulevard,Houma,"1963 Prospect Boulevard, Houma, LA",https://www.facebook.com/Pharmacy-Express-1111545539351,(985) 873-0100
301,-90.727446,29.580445,Terrebonne,Start Community Health Center,235 Civic Center Blvd.,Houma,"235 Civic Center Blvd., Houma, LA",http://www.startcorp.org/community-health-center/houma-se,(985) 333-2020
302,-90.746843,29.60477,Terrebonne,Walgreens #7095,1435 W Tunnel Boulevard,Houma,"1435 W Tunnel Boulevard, Houma, LA",https://www.walgreens.com/covid19vac,
303,-90.69262,29.584557,Terrebonne,Walmart Pharmacy #3483/Houma,933 Grand Caillou Road,Houma,"933 Grand Caillou Road, Houma, LA",https://www.walmart.com/store/3483-houma-la,(985) 917-0121
304,-90.74693,29.60688,Terrebonne,Walmart Pharmacy #542/Houma,1633 Martin Luther King Jr Boul,Houma,"1633 Martin Luther King Jr Boul, Houma, LA",https://www.walmart.com/store/542-houma-la,(985) 851-3284
305,-92.65657397,32.82186599,Union,Bernice Pharmacy,417 E Main Street,Bernice,"417 East Main Street, Bernice, LA",,(318) 285-9521
306,-92.398252,32.772169,Union,Brookshires Pharmacy #038,1018 Sterlington Highway,Farmerville,"1018 Sterlington Highway, Farmerville, LA",https://www.brookshires.com/stores/farmerville-38/6368,(318) 368-2218
307,-92.252577,32.900192,Union,Matte's Pharmacy Inc.,314 Main Street,Marion,"314 Main Street, Marion, LA",https://stores.healthmart.com/mattespharmacy/our_pharmacy,(318) 292-4570
308,-92.24379,32.90153,Union,Morehouse Community Medical Center - Mar,335 Main Street,Marion,"335 Main Street, Marion, LA",,(318) 292-2795
309,-92.128017,29.964683,Vermilion,Super 1 Pharmacy #638,2210 Veterans Memorial Drive,Abbeville,"2210 Veterans Memorial Drive, Abbeville, LA",https://www.super1foods.com/stores/abbeville-638/6054,(337) 898-1929
310,-92.10524,29.97343,Vermilion,Thrifty Way Pharmacy of Abbeville,2640 North Drive,Abbeville,"2640 North Drive, Abbeville, LA",https://thriftywayrx.com/contact-us/,(337) 893-6304
311,-92.134816,29.980555,Vermilion,Walgreens Pharmacy #07393,2201 Veterans Memorial Drive,Abbeville,"2201 Veterans Memorial Drive, Abbeville, LA",https://www.walgreens.com/covid19vac,
312,-92.12589,29.9726,Vermillion,Abbeville Community Health Center,1009 Charity Street,Abbeville,"1009 Charity Street, Abbeville, LA",https://www.icchc.org/abbeville-la,(337) 893-3443
313,-93.270282,31.135257,Vernon,Outpatient Medical Center Leesville,908 S 10th Street,Leesville,"908 S 10th Street, Leesville, LA",http://www.outpatientmedical.org,(337) 238-1274
314,-93.267809,31.124498,Vernon,Walgreens #10538,2008 S 5th Street,Leesville,"2008 S 5th Street, Leesville, LA",https://www.walgreens.com/covid19vac,
315,-89.810105,30.96552,Washington,Sumrall's Pharmacy,30304 Highway 21,Angie,"30304 Highway 21, Angie, LA",,(985) 986-4433
316,-89.851705,30.758395,Washington,Nielsen's Pharmacy,1619 S Columbia Street,Bogalusa,"1619 S Columbia Street, Bogalusa, LA",mailto:nielsens_pharmacy@yahoo.com ,(985) 732-7481
317,-90.01313,30.907067,Washington,"Creel's Family Pharmacy, LLC",26496 Highway 62,Franklinton,"26496 Highway 62, Franklinton, LA",https://www.facebook.com/Creels-Family-Pharmacy-25836314,(985) 848-5555
318,-93.269149,32.622056,Webster,Walgreens #15402,625 Homer Road,Minden,"625 Homer Road, Minden, LA",https://www.walgreens.com/covid19vac,
319,-93.251231,32.628032,Webster,Walmart Pharmacy #87/Minden,1379 Homer Road,Minden,"1379 Homer Road, Minden, LA",https://www.walmart.com/store/87-minden-la,(318) 377-8211
320,-93.462143,32.991421,Webster,Springhill Family Pharmacy,1190 S Arkansas Street,Springhill,"1190 S Arkansas Street, Springhill, LA",https://www.springhillfamilypharmacy.com/,(318) 539-3258
321,-91.20979,30.45373,West Baton Rouge,Walgreens #15366,220 N Alexander Avenue,Port Allen,"220 N Alexander Avenue, Port Allen, LA",https://www.walgreens.com/covid19vac,
322,-91.216871,30.420709,West Baton Rouge,Walmart Pharmacy #1136/Port Allen,3255 LA Highway 1 South,Port Allen,"3255 LA Highway 1 South, Port Allen, LA",https://www.walmart.com/store/1136-port-allen-la,(225) 749-7454
323,-91.398237,32.859699,West Carroll,Perkins Family Pharmacy,803 E Main Street,Oak Grove,"803 E Main Street, Oak Grove, LA",https://www.perkinsfamilypharmacy.com/oak-grove,(318) 372-5419
324,-91.383027,32.868303,West Carroll,West Carroll Memorial Hospital,706 Ross Street,Oak Grove,"706 Ross Street, Oak Grove, LA",,(318) 428-4964
325,-91.37725,30.8006,West Feliciana,St. Francisville Pharmacy,7189 Highway 61,St. Francisville,"7189 Highway 61, St. Francisville, LA",https://www.facebook.com/st.franpharm/,(225) 245-5141
326,-92.653634,31.934926,Winn,Fred's Pharmacy #3231,2001 W Court Street,Winnfield,"2001 W Court Street, Winnfield, LA",,(318) 648-6410
327,-92.66671,31.90599,Winn,Walmart Pharmacy #244/Winnfield,5940 Highway 167 North,Winnfield,"5940 Highway 167 North, Winnfield, LA",https://www.walmart.com/store/244-winnfield-la,(318) 628-4690
